"STATION","NAME","DATE","TAVG"
"UKM00003917","ALDERGROVE, UK","2020-04-16","9.6"
"UKM00003917","ALDERGROVE, UK","2020-04-17","9.7"
"UKM00003917","ALDERGROVE, UK","2020-04-18","7.6"
"UKM00003917","ALDERGROVE, UK","2020-04-19","9.6"
"UKM00003917","ALDERGROVE, UK","2020-04-20","9.4"
"UKM00003917","ALDERGROVE, UK","2020-04-21","10.4"
"UKM00003917","ALDERGROVE, UK","2020-04-22","10.8"
"UKM00003917","ALDERGROVE, UK","2020-04-23","10.6"
"UKM00003917","ALDERGROVE, UK","2020-04-24","10.6"
"UKM00003917","ALDERGROVE, UK","2020-04-25","10.2"
"UKM00003917","ALDERGROVE, UK","2020-04-26","8.9"
"UKM00003917","ALDERGROVE, UK","2020-04-27","6.5"
"UKM00003917","ALDERGROVE, UK","2020-04-28","6.6"
"UKM00003917","ALDERGROVE, UK","2020-04-29","7.7"
"UKM00003917","ALDERGROVE, UK","2020-04-30","8.0"
"UKM00003917","ALDERGROVE, UK","2020-05-01","8.0"
"UKM00003917","ALDERGROVE, UK","2020-05-02","9.3"
"UKM00003917","ALDERGROVE, UK","2020-05-03","9.6"
"UKM00003917","ALDERGROVE, UK","2020-05-04","8.6"
"UKM00003917","ALDERGROVE, UK","2020-05-05","9.2"
"UKM00003917","ALDERGROVE, UK","2020-05-06","9.8"
"UKM00003917","ALDERGROVE, UK","2020-05-07","12.4"
"UKM00003917","ALDERGROVE, UK","2020-05-08","13.7"
"UKM00003917","ALDERGROVE, UK","2020-05-09","14.1"
"UKM00003917","ALDERGROVE, UK","2020-05-10","8.1"
"UKM00003917","ALDERGROVE, UK","2020-05-11","5.4"
"UKM00003917","ALDERGROVE, UK","2020-05-12","8.1"
"UKM00003917","ALDERGROVE, UK","2020-05-13","6.3"
"UKM00003917","ALDERGROVE, UK","2020-05-14","6.2"
"UKM00003917","ALDERGROVE, UK","2020-05-15","9.8"
"UKM00003917","ALDERGROVE, UK","2020-05-16","9.7"
"UKM00003917","ALDERGROVE, UK","2020-05-17","11.3"
"UKM00003917","ALDERGROVE, UK","2020-05-18","13.4"
"UKM00003917","ALDERGROVE, UK","2020-05-19","14.8"
"UKM00003917","ALDERGROVE, UK","2020-05-20","13.2"
"UKM00003917","ALDERGROVE, UK","2020-05-21","13.7"
"UKM00003917","ALDERGROVE, UK","2020-05-22","12.4"
"UKM00003917","ALDERGROVE, UK","2020-05-23","11.2"
"UKM00003917","ALDERGROVE, UK","2020-05-24","13.6"
"UKM00003917","ALDERGROVE, UK","2020-05-25","13.4"
"UKM00003917","ALDERGROVE, UK","2020-05-26","13.4"
"UKM00003917","ALDERGROVE, UK","2020-05-27","12.7"
"UKM00003917","ALDERGROVE, UK","2020-05-28","16.3"
"UKM00003917","ALDERGROVE, UK","2020-05-29","17.4"
"UKM00003917","ALDERGROVE, UK","2020-05-30","16.3"
"UKM00003917","ALDERGROVE, UK","2020-05-31","16.7"
"UKM00003917","ALDERGROVE, UK","2020-06-01","17.3"
"UKM00003917","ALDERGROVE, UK","2020-06-02","15.8"
"UKM00003917","ALDERGROVE, UK","2020-06-03","11.9"
"UKM00003917","ALDERGROVE, UK","2020-06-04","10.7"
"UKM00003917","ALDERGROVE, UK","2020-06-05","9.1"
"UKM00003917","ALDERGROVE, UK","2020-06-06","9.8"
"UKM00003917","ALDERGROVE, UK","2020-06-07","10.8"
"UKM00003917","ALDERGROVE, UK","2020-06-08","10.3"
"UKM00003917","ALDERGROVE, UK","2020-06-09","9.6"
"UKM00003917","ALDERGROVE, UK","2020-06-10","11.3"
"UKM00003917","ALDERGROVE, UK","2020-06-11","13.2"
"UKM00003917","ALDERGROVE, UK","2020-06-12","13.2"
"UKM00003917","ALDERGROVE, UK","2020-06-13","14.3"
"UKM00003917","ALDERGROVE, UK","2020-06-14","17.4"
"UKM00003917","ALDERGROVE, UK","2020-06-15","15.6"
"UKM00003917","ALDERGROVE, UK","2020-06-16","14.8"
"UKM00003917","ALDERGROVE, UK","2020-06-17","14.9"
"UKM00003917","ALDERGROVE, UK","2020-06-18","16.1"
"UKM00003917","ALDERGROVE, UK","2020-06-19","13.6"
"UKM00003917","ALDERGROVE, UK","2020-06-20","13.9"
"UKM00003917","ALDERGROVE, UK","2020-06-21","13.5"
"UKM00003917","ALDERGROVE, UK","2020-06-22","14.7"
"UKM00003917","ALDERGROVE, UK","2020-06-23","15.2"
"UKM00003917","ALDERGROVE, UK","2020-06-24","16.3"
"UKM00003917","ALDERGROVE, UK","2020-06-25","18.7"
"UKM00003917","ALDERGROVE, UK","2020-06-26","18.1"
"UKM00003917","ALDERGROVE, UK","2020-06-27","13.4"
"UKM00003917","ALDERGROVE, UK","2020-06-28","11.5"
"UKM00003917","ALDERGROVE, UK","2020-06-29","13.9"
"UKM00003917","ALDERGROVE, UK","2020-06-30","13.2"
"UKM00003917","ALDERGROVE, UK","2020-07-01","13.8"
"UKM00003917","ALDERGROVE, UK","2020-07-02","13.4"
"UKM00003917","ALDERGROVE, UK","2020-07-03","12.9"
"UKM00003917","ALDERGROVE, UK","2020-07-04","13.7"
"UKM00003917","ALDERGROVE, UK","2020-07-05","12.4"
"UKM00003917","ALDERGROVE, UK","2020-07-06","12.9"
"UKM00003917","ALDERGROVE, UK","2020-07-07","11.9"
"UKM00003917","ALDERGROVE, UK","2020-07-08","11.3"
"UKM00003917","ALDERGROVE, UK","2020-07-09","13.2"
"UKM00003917","ALDERGROVE, UK","2020-07-10","12.3"
"UKM00003917","ALDERGROVE, UK","2020-07-11","12.7"
"UKM00003917","ALDERGROVE, UK","2020-07-12","13.8"
"UKM00003917","ALDERGROVE, UK","2020-07-13","15.4"
"UKM00003917","ALDERGROVE, UK","2020-07-14","12.3"
"UKM00003917","ALDERGROVE, UK","2020-07-15","13.8"
"UKM00003917","ALDERGROVE, UK","2020-07-16","17.1"
"UKM00003917","ALDERGROVE, UK","2020-07-17","15.1"
"UKM00003917","ALDERGROVE, UK","2020-07-18","13.7"
"UKM00003917","ALDERGROVE, UK","2020-07-19","12.9"
"UKM00003917","ALDERGROVE, UK","2020-07-20","13.1"
"UKM00003917","ALDERGROVE, UK","2020-07-21","14.3"
"UKM00003917","ALDERGROVE, UK","2020-07-22","15.4"
"UKM00003917","ALDERGROVE, UK","2020-07-23","14.8"
"UKM00003917","ALDERGROVE, UK","2020-07-24","13.7"
"UKM00003917","ALDERGROVE, UK","2020-07-25","14.7"
"UKM00003917","ALDERGROVE, UK","2020-07-26","14.3"
"UKM00003917","ALDERGROVE, UK","2020-07-27","13.4"
"UKM00003917","ALDERGROVE, UK","2020-07-28","12.6"
"UKM00003917","ALDERGROVE, UK","2020-07-29","13.3"
"UKM00003917","ALDERGROVE, UK","2020-07-30","15.8"
"UKM00003917","ALDERGROVE, UK","2020-07-31","18.0"
"UKM00003917","ALDERGROVE, UK","2020-08-01","14.2"
"UKM00003917","ALDERGROVE, UK","2020-08-02","13.0"
"UKM00003917","ALDERGROVE, UK","2020-08-03","13.0"
"UKM00003917","ALDERGROVE, UK","2020-08-04","15.4"
"UKM00003917","ALDERGROVE, UK","2020-08-05","16.1"
"UKM00003917","ALDERGROVE, UK","2020-08-06","16.4"
"UKM00003917","ALDERGROVE, UK","2020-08-07","16.6"
"UKM00003917","ALDERGROVE, UK","2020-08-08","14.6"
"UKM00003917","ALDERGROVE, UK","2020-08-09","16.1"
"UKM00003917","ALDERGROVE, UK","2020-08-10","16.0"
"UKM00003917","ALDERGROVE, UK","2020-08-11","17.7"
"UKM00003917","ALDERGROVE, UK","2020-08-12","15.7"
"UKM00003917","ALDERGROVE, UK","2020-08-13","18.1"
"UKM00003917","ALDERGROVE, UK","2020-08-14","17.4"
"UKM00003917","ALDERGROVE, UK","2020-08-15","16.8"
"UKM00003917","ALDERGROVE, UK","2020-08-16","15.9"
"UKM00003917","ALDERGROVE, UK","2020-08-17","14.4"
"UKM00003917","ALDERGROVE, UK","2020-08-18","15.9"
"UKM00003917","ALDERGROVE, UK","2020-08-19","16.2"
"UKM00003917","ALDERGROVE, UK","2020-08-20","16.6"
"UKM00003917","ALDERGROVE, UK","2020-08-21","15.6"
"UKM00003917","ALDERGROVE, UK","2020-08-22","14.7"
"UKM00003917","ALDERGROVE, UK","2020-08-23","13.9"
"UKM00003917","ALDERGROVE, UK","2020-08-24","11.6"
"UKM00003917","ALDERGROVE, UK","2020-08-25","14.4"
"UKM00003917","ALDERGROVE, UK","2020-08-26","14.7"
"UKM00003917","ALDERGROVE, UK","2020-08-27","12.8"
"UKM00003917","ALDERGROVE, UK","2020-08-28","12.3"
"UKM00003917","ALDERGROVE, UK","2020-08-29","10.8"
"UKM00003917","ALDERGROVE, UK","2020-08-30","10.3"
"UKM00003917","ALDERGROVE, UK","2020-08-31","13.5"
"UKM00003917","ALDERGROVE, UK","2020-09-01","14.9"
"UKM00003917","ALDERGROVE, UK","2020-09-02","16.0"
"UKM00003917","ALDERGROVE, UK","2020-09-03","14.4"
"UKM00003917","ALDERGROVE, UK","2020-09-04","12.6"
"UKM00003917","ALDERGROVE, UK","2020-09-05","12.4"
"UKM00003917","ALDERGROVE, UK","2020-09-06","13.8"
"UKM00003917","ALDERGROVE, UK","2020-09-07","14.9"
"UKM00003917","ALDERGROVE, UK","2020-09-08","16.9"
"UKM00003917","ALDERGROVE, UK","2020-09-09","12.7"
"UKM00003917","ALDERGROVE, UK","2020-09-10","12.0"
"UKM00003917","ALDERGROVE, UK","2020-09-11","13.1"
"UKM00003917","ALDERGROVE, UK","2020-09-12","12.9"
"UKM00003917","ALDERGROVE, UK","2020-09-13","17.2"
"UKM00003917","ALDERGROVE, UK","2020-09-14","16.6"
"UKM00003917","ALDERGROVE, UK","2020-09-15","17.4"
"UKM00003917","ALDERGROVE, UK","2020-09-16","15.2"
"UKM00003917","ALDERGROVE, UK","2020-09-17","13.8"
"UKM00003917","ALDERGROVE, UK","2020-09-18","12.1"
"UKM00003917","ALDERGROVE, UK","2020-09-19","10.8"
"UKM00003917","ALDERGROVE, UK","2020-09-20","10.3"
"UKM00003917","ALDERGROVE, UK","2020-09-21","11.0"
"UKM00003917","ALDERGROVE, UK","2020-09-22","12.6"
"UKM00003917","ALDERGROVE, UK","2020-09-23","8.9"
"UKM00003917","ALDERGROVE, UK","2020-09-24","7.6"
"UKM00003917","ALDERGROVE, UK","2020-09-25","6.8"
"UKM00003917","ALDERGROVE, UK","2020-09-26","7.4"
"UKM00003917","ALDERGROVE, UK","2020-09-27","6.9"
"UKM00003917","ALDERGROVE, UK","2020-09-28","12.7"
"UKM00003917","ALDERGROVE, UK","2020-09-29","9.6"
"UKM00003917","ALDERGROVE, UK","2020-09-30","11.1"
"UKM00003917","ALDERGROVE, UK","2020-10-01","6.9"
"UKM00003917","ALDERGROVE, UK","2020-10-02","5.7"
"UKM00003917","ALDERGROVE, UK","2020-10-03","7.1"
"UKM00003917","ALDERGROVE, UK","2020-10-04","11.1"
"UKM00003917","ALDERGROVE, UK","2020-10-05","11.1"
"UKM00003917","ALDERGROVE, UK","2020-10-06","10.6"
"UKM00003917","ALDERGROVE, UK","2020-10-07","10.0"
"UKM00003917","ALDERGROVE, UK","2020-10-08","9.1"
"UKM00003917","ALDERGROVE, UK","2020-10-09","8.3"
"UKM00003917","ALDERGROVE, UK","2020-10-10","9.7"
"UKM00003917","ALDERGROVE, UK","2020-10-11","9.9"
"UKM00003917","ALDERGROVE, UK","2020-10-12","9.9"
"UKM00003917","ALDERGROVE, UK","2020-10-13","8.8"
"UKM00003917","ALDERGROVE, UK","2020-10-14","10.7"
"UKM00003917","ALDERGROVE, UK","2020-10-15","8.4"
"UKM00003917","ALDERGROVE, UK","2020-10-16","7.4"
"UKM00003917","ALDERGROVE, UK","2020-10-17","7.3"
"UKM00003917","ALDERGROVE, UK","2020-10-18","10.4"
"UKM00003917","ALDERGROVE, UK","2020-10-19","11.4"
"UKM00003917","ALDERGROVE, UK","2020-10-20","12.4"
"UKM00003917","ALDERGROVE, UK","2020-10-21","10.9"
"UKM00003917","ALDERGROVE, UK","2020-10-22","8.8"
"UKM00003917","ALDERGROVE, UK","2020-10-23","8.4"
"UKM00003917","ALDERGROVE, UK","2020-10-24","9.2"
"UKM00003917","ALDERGROVE, UK","2020-10-25","8.2"
"UKM00003917","ALDERGROVE, UK","2020-10-26","9.0"
"UKM00003917","ALDERGROVE, UK","2020-10-27","7.9"
"UKM00003917","ALDERGROVE, UK","2020-10-28","7.3"
"UKM00003917","ALDERGROVE, UK","2020-10-29","11.0"
"UKM00003917","ALDERGROVE, UK","2020-10-30","9.3"
"UKM00003917","ALDERGROVE, UK","2020-10-31","10.8"
"UKM00003917","ALDERGROVE, UK","2020-11-01","9.3"
"UKM00003917","ALDERGROVE, UK","2020-11-02","7.2"
"UKM00003917","ALDERGROVE, UK","2020-11-03","5.3"
"UKM00003917","ALDERGROVE, UK","2020-11-04","6.9"
"UKM00003917","ALDERGROVE, UK","2020-11-05","8.7"
"UKM00003917","ALDERGROVE, UK","2020-11-06","8.3"
"UKM00003917","ALDERGROVE, UK","2020-11-07","7.2"
"UKM00003917","ALDERGROVE, UK","2020-11-08","11.3"
"UKM00003917","ALDERGROVE, UK","2020-11-09","11.9"
"UKM00003917","ALDERGROVE, UK","2020-11-10","11.2"
"UKM00003917","ALDERGROVE, UK","2020-11-11","12.1"
"UKM00003917","ALDERGROVE, UK","2020-11-12","9.0"
"UKM00003917","ALDERGROVE, UK","2020-11-13","7.4"
"UKM00003917","ALDERGROVE, UK","2020-11-14","10.0"
"UKM00003917","ALDERGROVE, UK","2020-11-15","8.9"
"UKM00003917","ALDERGROVE, UK","2020-11-16","9.1"
"UKM00003917","ALDERGROVE, UK","2020-11-17","13.7"
"UKM00003917","ALDERGROVE, UK","2020-11-18","10.1"
"UKM00003917","ALDERGROVE, UK","2020-11-19","5.8"
"UKM00003917","ALDERGROVE, UK","2020-11-20","9.4"
"UKM00003917","ALDERGROVE, UK","2020-11-21","8.3"
"UKM00003917","ALDERGROVE, UK","2020-11-22","4.8"
"UKM00003917","ALDERGROVE, UK","2020-11-23","7.6"
"UKM00003917","ALDERGROVE, UK","2020-11-24","8.9"
"UKM00003917","ALDERGROVE, UK","2020-11-25","5.0"
"UKM00003917","ALDERGROVE, UK","2020-11-26","5.3"
"UKM00003917","ALDERGROVE, UK","2020-11-27","5.7"
"UKM00003917","ALDERGROVE, UK","2020-11-28","5.9"
"UKM00003917","ALDERGROVE, UK","2020-11-29","7.7"
"UKM00003917","ALDERGROVE, UK","2020-11-30","6.8"
"UKM00003917","ALDERGROVE, UK","2020-12-01","6.2"
"UKM00003917","ALDERGROVE, UK","2020-12-02","5.8"
"UKM00003917","ALDERGROVE, UK","2020-12-03","2.1"
"UKM00003917","ALDERGROVE, UK","2020-12-04","3.3"
"UKM00003917","ALDERGROVE, UK","2020-12-05","4.8"
"UKM00003917","ALDERGROVE, UK","2020-12-06","-1.6"
"UKM00003917","ALDERGROVE, UK","2020-12-07","1.2"
"UKM00003917","ALDERGROVE, UK","2020-12-08","5.1"
"UKM00003917","ALDERGROVE, UK","2020-12-09","4.9"
"UKM00003917","ALDERGROVE, UK","2020-12-10","7.8"
"UKM00003917","ALDERGROVE, UK","2020-12-11","7.8"
"UKM00003917","ALDERGROVE, UK","2020-12-12","4.0"
"UKM00003917","ALDERGROVE, UK","2020-12-13","8.1"
"UKM00003917","ALDERGROVE, UK","2020-12-14","7.7"
"UKM00003917","ALDERGROVE, UK","2020-12-15","6.2"
"UKM00003917","ALDERGROVE, UK","2020-12-16","8.2"
"UKM00003917","ALDERGROVE, UK","2020-12-17","7.8"
"UKM00003917","ALDERGROVE, UK","2020-12-18","10.1"
"UKM00003917","ALDERGROVE, UK","2020-12-19","6.8"
"UKM00003917","ALDERGROVE, UK","2020-12-20","5.3"
"UKM00003917","ALDERGROVE, UK","2020-12-21","5.1"
"UKM00003917","ALDERGROVE, UK","2020-12-22","1.4"
"UKM00003917","ALDERGROVE, UK","2020-12-23","4.0"
"UKM00003917","ALDERGROVE, UK","2020-12-24","2.8"
"UKM00003917","ALDERGROVE, UK","2020-12-25","3.4"
"UKM00003917","ALDERGROVE, UK","2020-12-26","6.3"
"UKM00003917","ALDERGROVE, UK","2020-12-27","1.8"
"UK000003808","CAMBORNE, UK","2020-01-01","8.7"
"UK000003808","CAMBORNE, UK","2020-01-02","10.1"
"UK000003808","CAMBORNE, UK","2020-01-03","8.5"
"UK000003808","CAMBORNE, UK","2020-01-04","7.5"
"UK000003808","CAMBORNE, UK","2020-01-05","8.6"
"UK000003808","CAMBORNE, UK","2020-01-06","9.4"
"UK000003808","CAMBORNE, UK","2020-01-07","10.8"
"UK000003808","CAMBORNE, UK","2020-01-08","10.2"
"UK000003808","CAMBORNE, UK","2020-01-09","8.8"
"UK000003808","CAMBORNE, UK","2020-01-10","8.5"
"UK000003808","CAMBORNE, UK","2020-01-11","10.1"
"UK000003808","CAMBORNE, UK","2020-01-12","9.0"
"UK000003808","CAMBORNE, UK","2020-01-13","8.5"
"UK000003808","CAMBORNE, UK","2020-01-14","9.6"
"UK000003808","CAMBORNE, UK","2020-01-15","8.1"
"UK000003808","CAMBORNE, UK","2020-01-16","10.2"
"UK000003808","CAMBORNE, UK","2020-01-17","6.7"
"UK000003808","CAMBORNE, UK","2020-01-18","5.0"
"UK000003808","CAMBORNE, UK","2020-01-19","4.2"
"UK000003808","CAMBORNE, UK","2020-01-20","4.7"
"UK000003808","CAMBORNE, UK","2020-01-21","5.8"
"UK000003808","CAMBORNE, UK","2020-01-22","4.7"
"UK000003808","CAMBORNE, UK","2020-01-23","6.4"
"UK000003808","CAMBORNE, UK","2020-01-24","5.6"
"UK000003808","CAMBORNE, UK","2020-01-25","7.3"
"UK000003808","CAMBORNE, UK","2020-01-26","8.9"
"UK000003808","CAMBORNE, UK","2020-01-27","6.8"
"UK000003808","CAMBORNE, UK","2020-01-28","5.6"
"UK000003808","CAMBORNE, UK","2020-01-29","8.3"
"UK000003808","CAMBORNE, UK","2020-01-30","10.1"
"UK000003808","CAMBORNE, UK","2020-01-31","10.1"
"UK000003808","CAMBORNE, UK","2020-02-01","9.6"
"UK000003808","CAMBORNE, UK","2020-02-02","11.2"
"UK000003808","CAMBORNE, UK","2020-02-03","9.1"
"UK000003808","CAMBORNE, UK","2020-02-04","8.0"
"UK000003808","CAMBORNE, UK","2020-02-05","6.9"
"UK000003808","CAMBORNE, UK","2020-02-06","7.2"
"UK000003808","CAMBORNE, UK","2020-02-07","8.6"
"UK000003808","CAMBORNE, UK","2020-02-08","8.7"
"UK000003808","CAMBORNE, UK","2020-02-09","10.8"
"UK000003808","CAMBORNE, UK","2020-02-10","7.2"
"UK000003808","CAMBORNE, UK","2020-02-11","6.1"
"UK000003808","CAMBORNE, UK","2020-02-12","6.9"
"UK000003808","CAMBORNE, UK","2020-02-13","8.5"
"UK000003808","CAMBORNE, UK","2020-02-14","9.4"
"UK000003808","CAMBORNE, UK","2020-02-15","11.0"
"UK000003808","CAMBORNE, UK","2020-02-16","8.7"
"UK000003808","CAMBORNE, UK","2020-02-17","6.8"
"UK000003808","CAMBORNE, UK","2020-02-18","7.7"
"UK000003808","CAMBORNE, UK","2020-02-19","8.7"
"UK000003808","CAMBORNE, UK","2020-02-20","8.0"
"UK000003808","CAMBORNE, UK","2020-02-21","8.4"
"UK000003808","CAMBORNE, UK","2020-02-22","10.2"
"UK000003808","CAMBORNE, UK","2020-02-23","10.5"
"UK000003808","CAMBORNE, UK","2020-02-24","9.7"
"UK000003808","CAMBORNE, UK","2020-02-25","6.1"
"UK000003808","CAMBORNE, UK","2020-02-26","6.1"
"UK000003808","CAMBORNE, UK","2020-02-27","6.3"
"UK000003808","CAMBORNE, UK","2020-02-28","9.6"
"UK000003808","CAMBORNE, UK","2020-02-29","6.1"
"UK000003808","CAMBORNE, UK","2020-03-01","6.1"
"UK000003808","CAMBORNE, UK","2020-03-02","5.9"
"UK000003808","CAMBORNE, UK","2020-03-03","6.3"
"UK000003808","CAMBORNE, UK","2020-03-04","8.0"
"UK000003808","CAMBORNE, UK","2020-03-05","6.3"
"UK000003808","CAMBORNE, UK","2020-03-06","7.0"
"UK000003808","CAMBORNE, UK","2020-03-07","9.9"
"UK000003808","CAMBORNE, UK","2020-03-08","8.7"
"UK000003808","CAMBORNE, UK","2020-03-09","8.7"
"UK000003808","CAMBORNE, UK","2020-03-10","11.3"
"UK000003808","CAMBORNE, UK","2020-03-11","10.2"
"UK000003808","CAMBORNE, UK","2020-03-12","7.1"
"UK000003808","CAMBORNE, UK","2020-03-13","7.7"
"UK000003808","CAMBORNE, UK","2020-03-14","9.1"
"UK000003808","CAMBORNE, UK","2020-03-15","8.1"
"UK000003808","CAMBORNE, UK","2020-03-16","7.6"
"UK000003808","CAMBORNE, UK","2020-03-17","9.6"
"UK000003808","CAMBORNE, UK","2020-03-18","9.8"
"UK000003808","CAMBORNE, UK","2020-03-19","8.4"
